active_key,melody_sequence,chord,chord_count,prev_chord_1,prev_chord_2,prev_chord_3,prev_chord_4
A:maj,"(85, 83, 81, 80)",E:maj,1,E:maj,C#:min7,F#:7,B:min7
A:maj,"(81, 71, 69)",A:maj,1,C#:min7,F#:7,B:min7,E:maj
A:maj,"(74, 73, 71, 69, 73, 71, 69)",B:min7,1,F#:7,B:min7,E:maj,A:maj
A:maj,"(68, 69)",E:7,1,B:min7,E:maj,A:maj,B:min7
A:maj,"(73, 73, 73, 73, 73, 73, 71, 69)",A:maj,1,None,None,None,None
A:maj,"(73, 73, 73, 73, 73, 73, 71, 69)",A:maj,1,A:maj,E:maj6,F#:min7,D:maj
A:maj,"(73, 73, 73, 73, 73, 73, 71, 69)",A:maj,1,A:maj,E:maj,F#:min7,D:maj6
A:maj,"(73, 73, 73, 73, 73, 73, 71, 69)",A:maj,1,A:maj,E:maj,F#:min7,D:maj
A:maj,"(73, 73, 73, 73, 73, 73, 71, 69)",A:maj,1,E:maj,D:maj7,A:maj/3,D:maj
A:maj,"(73, 73, 73, 73, 73, 73, 71, 69)",A:maj,1,A:maj,E:sus4,F#:min,D:maj
A:maj,"(73, 69, 73, 71, 69, 71)",E:maj6,1,None,None,None,A:maj
A:maj,"(73, 69, 73, 71, 69, 71)",E:maj,1,E:maj,F#:min7,D:maj6,A:maj
A:maj,"(73, 69, 73, 71, 69, 71)",E:sus4,1,D:maj7,A:maj/3,D:maj,A:maj
A:maj,"(73, 73, 73, 73, 73, 73, 73, 73)",F#:min7,1,None,None,A:maj,E:maj6
A:maj,"(73, 73, 73, 73, 73, 73, 73, 73)",F#:min7,1,F#:min7,D:maj6,A:maj,E:maj
A:maj,"(73, 73, 73, 73, 73, 73, 73, 73)",F#:min,1,A:maj/3,D:maj,A:maj,E:sus4
A:maj,"(73, 71, 69, 64)",D:maj,1,None,A:maj,E:maj6,F#:min7
A:maj,"(73, 71, 69, 64)",D:maj,1,D:maj6,A:maj,E:maj,F#:min7
A:maj,"(73, 71, 69, 64)",D:maj,1,D:maj,A:maj,E:sus4,F#:min
A:maj,"(73, 76, 73, 71, 64, 69, 71)",E:maj,1,E:maj6,F#:min7,D:maj,A:maj
A:maj,"(73, 76, 73, 71, 64, 69, 71)",E:7,1,E:maj,F#:min7,D:maj,A:maj
A:maj,"(73, 76, 73, 71, 64, 69, 71)",E:maj,1,E:sus4,F#:min,D:maj,A:maj
A:maj,"(73, 71, 69, 64, 66, 69, 66, 69)",F#:min7,1,F#:min7,D:maj,A:maj,E:maj
A:maj,"(73, 71, 69, 64, 66, 69, 66, 69)",F#:min7,1,F#:min7,D:maj,A:maj,E:7
A:maj,"(73, 71, 69, 64, 66, 69, 66, 69)",F#:min7,1,F#:min,D:maj,A:maj,E:maj
A:maj,"(72, 71, 69, 71, 69, 71, 69)",E:maj,1,A:maj,E:7,F#:min7,D:maj
A:maj,"(72, 71, 69, 71, 69, 71, 69)",D:7,1,E:7,F#:min7,D:maj,E:maj
A:maj,"(72, 71, 69, 71, 69, 71, 69)",B:maj,1,E:maj,D:7,B:7,C:maj
A:maj,"(72, 71, 69, 71, 69, 71, 69)",D:7,1,D:7,B:7,C:maj,B:maj
A:maj,"(72, 71, 69, 71, 69, 71, 69)",E:maj,1,A:maj,E:maj,F#:min7,D:maj7
A:maj,"(72, 71, 69, 71, 69, 71, 69)",D:maj6(b7),1,E:maj,F#:min7,D:maj7,E:maj
A:maj,"(72, 71, 69, 71, 69, 71, 69)",D:7,1,E:maj,D:maj6(b7),B:7,B:7
A:maj,"(72, 71, 69, 71, 71, 73, 71, 66)",B:7,1,F#:min7,D:maj,E:maj,D:7
A:maj,"(72, 71, 69, 71, 71, 73, 71, 66)",B:7,1,F#:min7,D:maj7,E:maj,D:maj6(b7)
A:maj,"(72, 71, 69, 71, 72, 71, 69, 76)",F:7,1,B:7,C:maj,B:maj,D:7
A:maj,"(72, 71, 69, 71, 72, 71, 69, 76)",F:7,1,D:maj6(b7),B:7,B:7,D:7
A:maj,"(85, 76, 78, 76)",A:maj,1,B:maj,D:7,F:7,E:maj
A:maj,"(85, 76, 78, 76)",A:maj,1,E:maj,D:maj7,D:maj,E:maj
A:maj,"(85, 76, 78, 76)",A:maj,1,B:7,D:7,F:7,E:maj
A:maj,"(85, 76, 78, 76)",A:maj,1,F#:min,E:maj,D:maj,E:maj
A:maj,"(83, 81, 80, 81, 76, 78, 76)",C#:min,2,D:7,F:7,E:maj,A:maj
A:maj,"(83, 81, 80, 81, 76, 78, 76)",C#:min7,1,D:maj7,D:maj,E:maj,A:maj
A:maj,"(83, 81, 80, 81, 76, 78, 76)",A:maj/3,1,E:maj,D:maj,E:maj,A:maj
A:maj,"(83, 81, 80, 81, 83, 81, 76, 76)",F#:min,2,F:7,E:maj,A:maj,C#:min
A:maj,"(71, 73, 71, 73, 74, 76)",E:maj,2,E:maj,A:maj,C#:min,F#:min
A:maj,"(80, 80, 80, 80, 80, 80, 81)",C#:maj,2,A:maj,C#:min,F#:min,E:maj
A:maj,"(80,)",F#:min,2,C#:min,F#:min,E:maj,C#:maj
A:maj,"(80, 78, 81, 81, 81)",D:maj7,1,E:maj,C#:maj,F#:min,E:maj
A:maj,"(83, 81, 80, 81, 78, 76, 73, 73)",F#:min,1,D:maj,E:maj,A:maj,C#:min7
A:maj,"(83, 81, 80, 81, 78, 76, 73, 73)",F#:min,1,D:maj,E:maj,A:maj,A:maj/3
A:maj,"(71, 69, 71, 73, 74)",E:maj,1,E:maj,A:maj,C#:min7,F#:min
A:maj,"(71, 69, 71, 73, 74)",E:maj,1,E:maj,A:maj,A:maj/3,F#:min
A:maj,"(80, 80, 80, 80, 77, 78)",C#:maj,1,A:maj,C#:min7,F#:min,E:maj
A:maj,"(80, 80, 80, 80, 77, 78)",C#:7,1,A:maj,A:maj/3,F#:min,E:maj
A:maj,"(85,)",F#:min,1,C#:min7,F#:min,E:maj,C#:maj
A:maj,"(85,)",F#:min,1,A:maj/3,F#:min,E:maj,C#:7
A:maj,"(81, 81, 81, 81, 83, 85, 83)",D:maj,1,F#:min,E:maj,D:maj7,A:maj/3
A:maj,"(81, 81, 81, 81, 83, 85, 83)",D:maj,1,F#:min,E:maj,D:maj,A:maj/3
A:maj,"(71, 69, 71, 72, 71, 69, 71, 69, 71, 69)",B:7,1,D:maj7,E:maj,D:maj6(b7),B:7
A:maj,"(80, 78, 81, 81, 81, 81, 80, 81, 83)",D:maj,1,E:maj,C#:maj,F#:min,E:maj
A:maj,"(78, 78, 81)",D:maj,1,E:maj,D:maj,A:maj/3,D:maj
A:maj,"(83, 81, 80, 81)",E:maj,1,D:maj,A:maj/3,D:maj,D:maj
A:maj,"(85, 83, 83, 81)",A:maj,1,Bb:min,Bb:min7,Eb:sus4(b7),E:maj
A:maj,"(85, 83, 83, 81)",A:maj,1,D:maj,B:min7,B:7,E:maj
A:maj,"(81, 80, 80, 78)",F#:min7,1,Bb:min7,Eb:sus4(b7),E:maj,A:maj
A:maj,"(78, 86, 85, 85, 83, 83, 81, 80, 78)",B:min7,1,E:maj,A:maj,F#:min7,D:maj
A:maj,"(80, 78, 78, 80, 81, 76)",B:7,1,A:maj,F#:min7,D:maj,B:min7
A:maj,"(81, 80, 80, 80, 78)",F#:min,1,B:min7,B:7,E:maj,A:maj
A:maj,"(78, 86, 85, 85, 83, 83, 81, 81, 80, 78)",B:min7,1,E:maj,A:maj,F#:min,D:maj
A:maj,"(78, 78, 78, 78, 78, 80, 81)","E:sus4(b7,9)",1,A:maj,F#:min,D:maj,B:min7
A:maj,"(66, 66, 68, 69, 78)",F#:min,1,G:maj6,D:maj,E:maj,C#:min7
A:maj,"(66, 66, 68, 69, 78)",F#:min7,1,G:maj6,D:maj,E:maj,C#:min7
A:maj,"(78, 78, 78, 76, 73, 71)",D:maj,1,D:maj,E:maj,C#:min7,F#:min
A:maj,"(78, 78, 78, 76, 73, 71)",D:maj,1,D:maj,E:maj,A:maj,A:7
A:maj,"(78, 78, 78, 76, 73, 71)",D:maj,1,D:maj,E:maj,C#:min7,F#:min7
A:maj,"(78, 78, 78, 76, 73, 71)",D:maj,1,F#:min7,D:maj,E:maj,A:maj
A:maj,"(78, 78, 78, 76, 73, 71)",D:maj7,1,D:maj7,E:maj,A:maj,A:7
A:maj,"(68, 69, 71, 74)",E:maj,1,E:maj,C#:min7,F#:min,D:maj
A:maj,"(68, 69, 71, 74)",E:maj,1,E:maj,C#:min7,F#:min7,D:maj
A:maj,"(73, 73, 72, 73)",A:maj,1,C#:min7,F#:min,D:maj,E:maj
A:maj,"(66, 68, 69, 78)",A:7,1,F#:min,D:maj,E:maj,A:maj
A:maj,"(68, 68, 69, 71, 76)",E:maj,1,E:maj,A:maj,A:7,D:maj
A:maj,"(68, 68, 69, 71, 76)",E:maj,1,D:maj,E:maj,A:maj,D:maj
A:maj,"(68, 68, 69, 71, 76)",E:maj,1,E:maj,A:maj,A:7,D:maj7
A:maj,"(76, 76, 76, 73, 80, 78)",C#:min7,1,A:maj,A:7,D:maj,E:maj
A:maj,"(76, 76, 76, 73, 80, 78)",C#:min7,1,E:maj,A:maj,D:maj,E:maj
A:maj,"(76, 76, 76, 73, 80, 78)",C#:min7,1,A:maj,A:7,D:maj7,E:maj
A:maj,"(66, 68, 69, 76)",F#:min,1,A:7,D:maj,E:maj,C#:min7
A:maj,"(66, 68, 69, 76)",F#:min,1,A:maj,D:maj,E:maj,C#:min7
A:maj,"(66, 68, 69, 76)",F#:min,1,A:7,D:maj7,E:maj,C#:min7
A:maj,"(74, 74, 73, 69, 71)",D:maj7,1,D:maj,E:maj,C#:min7,F#:min
A:maj,"(74, 74, 73, 69, 71)",D:maj,1,D:maj,E:maj,C#:min7,F#:min
A:maj,"(74, 74, 73, 69, 71)",D:maj,1,D:maj7,E:maj,C#:min7,F#:min
A:maj,"(68, 69, 71, 71)",E:maj,1,E:maj,C#:min7,F#:min,D:maj7
A:maj,"(68, 69, 71, 71)",E:maj,2,E:maj,C#:min7,F#:min,D:maj
A:maj,"(76, 76, 76, 71, 71, 69)",C#:min7,1,E:maj/3,G:maj6,D:maj,E:maj
A:maj,"(73, 73, 72, 73, 66, 68, 69, 78)",A:maj,1,C#:min7,F#:min7,D:maj,E:maj
A:maj,"(78, 78, 78, 78, 76, 73)",D:maj7,1,D:maj,E:maj,A:maj,C#:7
A:maj,"(78, 78, 78, 78, 76, 73)",D:maj7,1,D:maj7,E:maj,C#:min7,F#:min7
A:maj,"(71, 68, 68, 69, 71)",E:maj,1,E:maj,A:maj,C#:7,D:maj7
A:maj,"(76, 76, 76, 76, 71, 71)",C#:min7,1,A:maj,C#:7,D:maj7,E:maj
A:maj,"(69, 66, 66, 68, 69)",F#:min7,1,C#:7,D:maj7,E:maj,C#:min7
A:maj,"(74, 73, 73, 72)",A:maj,1,C#:min7,F#:min7,D:maj7,E:maj
A:maj,"(73, 66, 68, 69, 78)",A:7,1,F#:min7,D:maj7,E:maj,A:maj
A:maj,"(71, 69, 69, 68, 68, 71, 69, 69)",A:maj(9),1,None,None,None,E:maj
A:maj,"(71, 69, 69, 68, 68, 71, 69, 69)",A:maj(9),1,A:maj(9),F#:min7,B:min7,E:maj(9)
A:maj,"(71, 69, 69, 68, 68, 71, 69, 69)",A:maj,1,F#:min7(11),B:min7,E:maj,D:maj(9)
A:maj,"(71, 69, 69, 68, 68, 71, 69, 69)",A:maj,1,A:maj9,F#:min9,B:min9,E:maj
A:maj,"(68, 66, 66, 65, 66, 66)",F#:min7,1,None,None,E:maj,A:maj(9)
A:maj,"(68, 66, 66, 65, 66, 66)",F#:min7,1,F#:min7,B:min7,E:maj(9),A:maj(9)
A:maj,"(68, 66, 66, 65, 66, 66)",F#:min7,1,B:min7,E:maj,D:maj(9),A:maj
A:maj,"(68, 66, 66, 65, 66, 66)",F#:min7,1,F#:min9,B:min9,E:maj,A:maj
A:maj,"(73, 71, 71, 66, 66, 73, 71, 71)",B:min7,1,None,E:maj,A:maj(9),F#:min7
A:maj,"(68, 66, 66, 66, 64, 64, 66)",E:maj,1,E:maj,A:maj(9),F#:min7,B:min7
A:maj,"(68, 66, 66, 66, 64, 64, 66)",E:maj(9),1,E:maj(9),A:maj(9),F#:min7,B:min7
A:maj,"(68, 66, 66, 66, 64, 64, 66)",E:maj,1,D:maj(9),A:maj,F#:min7,B:min7
A:maj,"(71, 69, 69, 69, 68, 71, 69, 69)",A:maj(9),1,A:maj(9),F#:min7,B:min7,E:maj
A:maj,"(71, 69, 69, 69, 68, 71, 69, 69)",A:maj(9),1,A:maj(9),F#:min7,B:min7,E:maj(9)
A:maj,"(71, 69, 69, 69, 68, 71, 69, 69)",A:maj(9),1,A:maj,F#:min7,B:min7,E:maj
A:maj,"(68, 66, 66, 68, 66, 66)",F#:min7,2,F#:min7,B:min7,E:maj,A:maj(9)
A:maj,"(68, 66, 66, 68, 66, 66)",F#:min7(11),1,F#:min7,B:min7,E:maj(9),A:maj(9)
A:maj,"(68, 66, 66, 68, 66, 66)",F#:min9,1,B:min9,E:maj(9),A:maj7,A:maj(9)
A:maj,"(73, 71, 71, 66, 73, 71, 71, 71)",B:min7,1,B:min7,E:maj,A:maj(9),F#:min7
A:maj,"(73, 71, 71, 66, 73, 71, 71, 71)",B:min9,1,B:min7,E:maj,A:maj(9),F#:min7
A:maj,"(73, 71, 71, 66, 73, 71, 71, 71)",B:min7,1,B:min7,E:maj(9),A:maj(9),F#:min7(11)
A:maj,"(73, 71, 71, 66, 73, 71, 71, 71)",B:min9,1,E:maj(9),A:maj7,A:maj(9),F#:min9
A:maj,"(71, 73, 73, 74, 73, 71, 69, 71, 76, 74)",E:maj,1,E:maj,A:maj(9),F#:min7,B:min7
A:maj,"(71, 73, 73, 74, 73, 71, 69, 71, 76, 74)",E:maj,1,E:maj(9),A:maj(9),F#:min7(11),B:min7
A:maj,"(71, 73, 73, 74, 73, 71, 69, 71, 76, 74)",E:maj,1,E:maj,A:maj(9),F#:min7,B:min9
A:maj,"(73, 71, 73, 71, 73, 71, 73, 71, 69, 68)",A:maj(9),2,A:maj(9),F#:min7,B:min7,E:maj
A:maj,"(73, 71, 73, 71, 73, 71, 73, 71, 69, 68)",A:maj(9),1,A:maj(9),F#:min9,B:min7,E:maj
A:maj,"(73, 71, 73, 71, 73, 71, 73, 71, 69, 68)",A:maj(9),1,A:maj(9),F#:min7(11),B:min7,E:maj
A:maj,"(73, 71, 73, 71, 73, 71, 73, 71, 69, 68)",A:maj7,1,A:maj(9),F#:min7,B:min9,E:maj
A:maj,"(69, 66, 76)",F#:min9,1,F#:min7,B:min7,E:maj,A:maj(9)
A:maj,"(69, 66, 76)",F#:min7(11),1,F#:min7,B:min7,E:maj,A:maj(9)
A:maj,"(69, 66, 76)",F#:min7,1,F#:min9,B:min7,E:maj,A:maj(9)
A:maj,"(69, 66, 76)",F#:min7,1,F#:min7(11),B:min7,E:maj,A:maj(9)
A:maj,"(69, 66, 76)",F#:min9,1,E:maj,E:maj6(b7),A:maj7,A:maj9
A:maj,"(74, 73, 74, 73, 74, 74, 73, 71, 69)",B:min7,1,B:min7,E:maj,A:maj(9),F#:min9
A:maj,"(74, 73, 74, 73, 74, 74, 73, 71, 69)",B:min7,1,B:min7,E:maj,A:maj(9),F#:min7
A:maj,"(74, 73, 74, 73, 74, 74, 73, 71, 69)",B:min9,1,E:maj,A:maj7,F#:min9,F#:min7
A:maj,"(71, 69, 71, 76, 74)",E:maj,1,E:maj,A:maj(9),F#:min9,B:min7
A:maj,"(71, 69, 71, 76, 74)",E:maj,1,E:maj,A:maj(9),F#:min7,B:min7
A:maj,"(74, 73, 74, 73, 74, 74, 74, 74, 76)",B:min7,1,B:min7,E:maj,A:maj(9),F#:min7
A:maj,"(74, 73, 74, 73, 74, 74, 74, 74, 76)",B:min7,1,B:min7,E:maj,A:maj(9),F#:min7(11)
A:maj,"(74, 73, 74, 73, 74, 74, 74, 74, 76)",B:min9,1,E:maj6(b7),A:maj7,A:maj9,F#:min9
A:maj,"(71, 64, 66)",E:maj(9),1,E:maj,A:maj(9),F#:min7,B:min7
A:maj,"(71, 64, 66)",E:maj,1,A:maj7,A:maj9,F#:min9,B:min9
A:maj,"(73, 71, 71, 66, 66, 73, 71, 71, 69)",B:min7,1,B:min7,E:maj(9),A:maj(9),F#:min7
A:maj,"(73, 71, 71, 66, 66, 73, 71, 71, 69)",B:min7,1,E:maj,D:maj(9),A:maj,F#:min7
A:maj,"(73, 71, 71, 66, 66, 73, 71, 71, 69)",B:min9,1,B:min9,E:maj,A:maj,F#:min7
A:maj,"(66, 76)",F#:min7,1,B:min9,E:maj,A:maj7,F#:min9
A:maj,"(76, 74, 73)",A:maj7,1,F#:min7,B:min9,E:maj,E:maj6(b7)
A:maj,"(71, 73, 71, 73, 71, 73, 71, 69, 68)",A:maj9,1,B:min9,E:maj,E:maj6(b7),A:maj7
A:maj,"(68, 66, 66, 66, 64)",E:maj(9),1,E:maj,A:maj,F#:min7,B:min9
A:maj,"(64, 66, 71)",A:maj7,1,A:maj,F#:min7,B:min9,E:maj(9)
A:maj,"(69, 69, 69, 68, 71, 69, 69)",A:maj(9),1,F#:min7,B:min9,E:maj(9),A:maj7
A:maj,"(71, 73, 73, 74, 73, 71)",E:maj,1,A:maj7,A:maj(9),F#:min9,B:min9
A:maj,"(64, 71, 71, 69, 73)",A:maj(9),1,None,None,None,None
A:maj,"(64, 71, 71, 69, 73)",F#:min11,1,None,None,None,A:maj(9)
A:maj,"(64, 71, 71, 69, 73)",A:maj(9),1,D:maj,D:maj6(9),D:min(2)/2,E:sus4(b7)
A:maj,"(64, 71, 71, 69, 73)",F#:min11,1,D:maj6(9),D:min(2)/2,E:sus4(b7),A:maj(9)
A:maj,"(73, 71, 74)",D:maj6(9),1,None,A:maj(9),F#:min11,D:maj
A:maj,"(73, 71, 74)",D:maj9(13),1,E:sus4(b7),A:maj(9),F#:min11,D:maj7
A:maj,"(65, 73)",D:min(2)/2,1,A:maj(9),F#:min11,D:maj,D:maj6(9)
A:maj,"(73, 71, 69, 65)",E:sus4(b7),1,F#:min11,D:maj,D:maj6(9),D:min(2)/2
A:maj,"(65, 73, 74)",D:min(9),1,A:maj(9),F#:min11,D:maj7,D:maj9(13)
A:maj,"(73, 71, 69, 78)",D:min(2)/2,1,F#:min11,D:maj7,D:maj9(13),D:min(9)
A:maj,"(78, 73, 73, 69, 69, 66, 69, 76)",D:sus2,1,D:maj7,D:maj9(13),D:min(9),D:min(2)/2
A:maj,"(78, 73, 73, 69, 69, 66, 69, 76)",D:maj9,1,A:maj,F#:min7,D:maj(9),A:maj/5
A:maj,"(76, 71, 71, 68, 68, 64, 68, 69)",A:maj(9)/3,1,D:maj9(13),D:min(9),D:min(2)/2,D:sus2
A:maj,"(76, 71, 71, 68, 68, 64, 68, 69)",A:maj/3,1,F#:min7,D:maj(9),A:maj/5,D:maj9
A:maj,"(66, 69, 66, 69, 66, 69, 71, 73)",B:min7,1,D:min(9),D:min(2)/2,D:sus2,A:maj(9)/3
A:maj,"(74, 71, 73, 74)",E:maj,1,D:min(2)/2,D:sus2,A:maj(9)/3,B:min7
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 81)",A:maj(9),1,D:sus2,A:maj(9)/3,B:min7,E:maj
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 81)",A:maj,1,A:maj(9),F#:min7,D:maj,E:sus4
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 81)",A:maj(9),1,D:maj9,A:maj/3,B:min7,"E:sus4(b7,9)"
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 81)",A:maj(9),1,A:maj(9),F#:min7,D:maj9,E:7
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 81)",A:maj(9),1,F#:min9,D:maj7,E:maj,A:maj
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 81)",A:maj(9),1,A:maj(9),F#:min9,D:maj9,E:7
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 69, 71)",F#:min7,1,A:maj(9)/3,B:min7,E:maj,A:maj(9)
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 69, 71)",F#:min7,1,A:maj/3,B:min7,"E:sus4(b7,9)",A:maj(9)
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 69, 71)",F#:min9,1,F#:min7,D:maj9,E:7,A:maj(9)
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 69, 71)",F#:min9,1,D:maj7,E:maj,A:maj,A:maj(9)
A:maj,"(76, 74, 73, 73, 74, 76, 76, 74, 73, 73, 69, 71)",F#:min9,1,F#:min9,D:maj9,E:7,A:maj(9)
A:maj,"(73, 76, 76, 69, 71, 73, 76, 76, 69, 71)",D:maj,1,B:min7,E:maj,A:maj(9),F#:min7
A:maj,"(73, 76, 76, 69, 71, 73, 76, 76, 69, 71)",D:maj9,1,B:min7,"E:sus4(b7,9)",A:maj(9),F#:min7
A:maj,"(73, 76, 76, 69, 71, 73, 76, 76, 69, 71)",D:maj7,1,D:maj9,E:7,A:maj(9),F#:min9
A:maj,"(73, 76, 76, 69, 71, 73, 76, 76, 69, 71)",D:maj9,1,D:maj9,E:7,A:maj(9),F#:min9
A:maj,"(73, 76, 76, 69, 71, 73, 76, 76, 69, 71)",D:maj9,1,E:maj,A:maj,A:maj(9),F#:min9
A:maj,"(69, 71, 69, 71, 73, 71, 73, 74, 73, 74)",E:sus4,1,E:maj,A:maj(9),F#:min7,D:maj
A:maj,"(69, 71, 69, 71, 73, 71, 73, 74, 73, 74)",E:7,1,"E:sus4(b7,9)",A:maj(9),F#:min7,D:maj9
A:maj,"(69, 71, 69, 71, 73, 71, 73, 74, 73, 74)",E:7,1,A:maj,A:maj(9),F#:min9,D:maj9
A:maj,"(76, 74, 73, 73, 74, 76)",F#:min7,1,F#:min7,D:maj,E:sus4,A:maj
A:maj,"(76, 74, 73, 73, 69, 71)",F#:min9,1,D:maj,E:sus4,A:maj,F#:min7
A:maj,"(73, 76, 76, 69, 71)",D:maj7,1,E:sus4,A:maj,F#:min7,F#:min9
A:maj,"(73, 76, 76, 69, 71)",D:maj(9),1,A:maj,F#:min7,F#:min9,D:maj7
A:maj,"(69, 71, 69, 71, 73, 74, 76, 81)",E:maj,1,F#:min7,F#:min9,D:maj7,D:maj(9)
A:maj,"(69, 71, 69, 71, 73, 74, 76, 81)",E:maj,1,E:7,A:maj(9),F#:min9,D:maj7
A:maj,"(69, 71, 69, 71, 73, 74, 76, 81)",E:maj,1,E:7,A:maj(9),F#:min9,D:maj9
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",A:maj,1,F#:min9,D:maj7,D:maj(9),E:maj
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",F#:min7,1,D:maj7,D:maj(9),E:maj,A:maj
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",D:maj(9),1,D:maj(9),E:maj,A:maj,F#:min7
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",A:maj(9),1,A:maj(9),F#:min9,D:maj9,E:maj
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",F#:min7,1,F#:min9,D:maj9,E:maj,A:maj(9)
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",D:maj(9),1,D:maj9,E:maj,A:maj(9),F#:min7
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",F#:min11,1,F#:min7,D:maj(9),E:maj/3,A:maj(9)
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",D:maj(9),1,D:maj(9),E:maj/3,A:maj(9),F#:min11
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",A:maj,1,A:maj(9),F#:min11,D:maj(9),E:maj
A:maj,"(69, 64, 73, 69, 74, 73, 69, 71, 73, 78)",A:maj/5,1,E:maj,A:maj,F#:min7,D:maj(9)
A:maj,"(66, 69, 66, 69, 66, 69, 71, 73, 74)",B:min7,1,D:maj(9),A:maj/5,D:maj9,A:maj/3
A:maj,"(68, 64, 69, 64)",E:maj/3,1,E:maj,A:maj(9),F#:min7,D:maj(9)
A:maj,"(71, 69, 68, 69, 71, 69, 64, 73, 69, 74, 73, 69, 71, 73, 71)",A:maj(9),1,A:maj(9),F#:min7,D:maj(9),E:maj/3
A:maj,"(68, 64, 69, 64, 74, 73, 69, 71, 73, 71)",E:maj,1,E:maj/3,A:maj(9),F#:min11,D:maj(9)
A:maj,"(69, 64, 73, 69)",F#:min,1,F#:min11,D:maj(9),E:maj,A:maj
A:maj,"(69, 64, 73, 69)",D:maj(9),1,E:maj,A:maj,F#:min,D:maj/3
A:maj,"(69, 64, 73, 69)",D:maj(2)/2,1,A:maj,F#:min,D:maj/3,D:maj(9)
A:maj,"(74, 73, 69, 71, 73, 71)",D:maj/3,1,D:maj(9),E:maj,A:maj,F#:min
A:maj,"(69, 69, 69, 69, 69, 66)",D:maj(9),1,None,None,None,None
A:maj,"(69, 69, 69, 69, 69, 66)",D:maj(9),1,None,None,D:maj(9),E:maj
A:maj,"(64, 62)",B:min,1,None,D:maj(9),E:maj,D:maj(9)
C:maj,"(84, 84)",E:min7,1,F#:min7,D:maj,E:maj,A:maj
C:maj,"(84, 84)",D:min9,1,D:min7,D:min7(4)/4,C:maj(9),C:maj(9)
C:maj,"(96, 96, 95)",A:min,1,D:maj,E:maj,A:maj,E:min7
C:maj,"(96, 96, 95)",A:min,1,C:maj/5,F:maj,G:maj,C:maj
C:maj,"(95, 91)",C:maj/5,1,E:maj,A:maj,E:min7,A:min
C:maj,"(93, 96)",F:maj,1,A:maj,E:min7,A:min,C:maj/5
C:maj,"(95, 96, 98, 98, 93)",G:maj,1,E:min7,A:min,C:maj/5,F:maj
C:maj,"(93, 91)",C:maj,1,A:min,C:maj/5,F:maj,G:maj
C:maj,"(91, 93)",C:maj/5,1,F:maj,G:maj,C:maj,A:min
C:maj,"(95, 96, 98, 96, 98)",G:maj,1,G:maj,C:maj,A:min,C:maj/5
C:maj,"(96,)",C:maj,1,C:maj,A:min,C:maj/5,G:maj
C:maj,"(84, 84, 86)",A:min,1,A:min,C:maj/5,G:maj,C:maj
C:maj,"(88, 96, 93)",C:maj/5,1,C:maj/5,G:maj,C:maj,A:min
C:maj,"(96, 95)",F:maj,1,G:maj,C:maj,A:min,C:maj/5
C:maj,"(96, 98, 96, 93, 91)",G:maj,1,C:maj,A:min,C:maj/5,F:maj
C:maj,"(76, 76)",C:maj(9),1,None,None,None,None
C:maj,"(76, 76)",F:maj,1,None,None,None,None
C:maj,"(76, 76)",C:maj(9),1,E:min7,D:min7,G:7,C:maj
C:maj,"(76, 76)",C:maj,1,A:min7,G:maj6,F:maj(9),F:maj(2)/2
C:maj,"(76, 76)",C:maj,1,A:min7,G:maj6,F:maj(9),G:maj
C:maj,"(76, 76)",C:maj,1,C:maj,G:maj/3,F:maj(9),G:sus4(b7)
C:maj,"(76, 76)",F:maj,1,None,F:maj,F:maj/2,A:min
C:maj,"(76, 76)",F:maj6,1,F#:dim,D:7,C:maj/3,A:maj
C:maj,"(76, 76)",F:maj6,2,A:maj,F:maj6,G:maj,A:min
C:maj,"(76, 76)",F:maj,2,A:min,D:min7,G:maj,C:maj
C:maj,"(76, 76)",F:maj6(7),1,C:maj,F:maj,G:maj6,A:min7
C:maj,"(76, 76)",F:maj6,1,F#:hdim7,D:min9,E:min7,A:maj
C:maj,"(76, 76)",F:maj,1,C:maj,F:maj,G:maj,A:min
C:maj,"(76, 76)",C:maj/5,1,E:7,D:min9,E:7,E:min7
